Species;Year;Male;NoDisperse;Mother;Sisters;Bros;ClanSize;AllKin
3;1995;1;1;0;0;0;8;0
3;1995;1;0;0;0;1;9;1
3;1995;1;0;0;0;1;9;1
3;1995;1;0;0;0;1;9;1
3;1995;1;1;0;0;0;5;0
3;1995;1;0;0;1;0;8;1
3;1995;1;0;0;1;0;8;1
3;1995;1;1;0;0;1;5;1
3;1995;1;1;0;0;1;5;1
3;1995;1;1;1;0;0;4;1
3;1995;1;1;1;0;1;13;2
3;1995;1;1;1;0;1;13;2
3;1995;1;0;1;0;0;5;1
3;1996;1;0;1;0;1;9;2
3;1996;1;1;1;0;0;8;1
3;1996;1;0;1;0;0;4;1
3;1996;1;0;0;1;0;13;1
3;1996;1;1;1;0;0;4;1
3;1996;1;0;1;1;0;9;2
3;1996;1;0;1;0;0;8;1
3;1996;1;0;1;1;0;11;2
3;1996;1;0;1;1;1;13;3
3;1996;1;1;1;1;0;12;2
3;1996;1;1;0;1;2;8;3
3;1996;1;1;0;1;2;8;3
3;1996;1;1;0;1;2;8;3
3;1996;1;1;0;0;0;12;0
3;1997;1;1;0;1;0;5;1
3;1997;1;0;0;1;1;5;2
3;1997;1;0;1;1;0;6;2
3;1997;1;0;1;1;0;6;2
3;1997;1;0;0;0;0;7;0
3;1997;1;0;1;1;0;7;2
3;1997;1;0;1;1;0;7;2
3;1997;1;0;0;0;0;15;0
3;1997;1;NA;1;3;0;NA;4
3;1997;1;0;1;3;0;15;4
3;1997;1;0;0;2;0;14;2
3;1997;1;0;1;1;0;7;2
3;1997;1;1;1;2;0;4;3
3;1997;1;0;1;2;1;4;4
3;1997;1;NA;1;2;1;4;4
3;1997;1;0;0;0;0;15;0
3;1997;1;0;1;2;1;5;4
3;1997;1;1;1;2;0;4;3
3;1997;1;0;1;2;0;10;3
3;1997;1;0;1;0;0;5;1
3;1997;1;0;1;0;0;14;1
3;1997;1;0;1;0;0;14;1
3;1997;1;0;1;2;0;14;3
3;1997;1;0;1;2;0;14;3
3;1997;1;NA;0;0;0;6;0
3;1997;1;0;0;0;0;6;0
3;1997;1;0;1;0;0;6;1
3;1997;1;NA;1;0;0;6;1
3;1997;1;1;1;2;0;8;3
3;1997;1;0;1;0;0;14;1
3;1997;1;1;0;2;0;14;2
3;1997;1;0;0;0;0;NA;0
3;1997;1;0;0;0;0;NA;0
3;1997;1;0;0;1;0;9;1
3;1997;1;0;1;1;0;6;2
3;1997;1;0;0;0;0;10;0
3;1997;1;0;0;1;0;14;1
3;1997;1;0;0;0;0;10;0
3;1998;1;1;0;0;0;8;0
3;1998;1;0;1;0;0;10;1
3;1998;1;1;1;0;0;6;1
3;1998;1;0;1;2;2;13;5
3;1998;1;1;1;2;1;12;4
3;1998;1;1;1;2;1;12;4
3;1998;1;0;0;1;0;10;1
3;1998;1;0;1;2;1;11;4
3;1998;1;1;1;2;0;10;3
3;1998;1;0;1;1;0;13;2
3;1998;1;0;1;1;0;13;2
3;1998;1;0;1;1;0;10;2
3;1998;1;0;1;0;0;7;1
3;1998;1;0;1;1;0;13;2
3;1998;1;1;1;1;0;10;2
3;1998;1;0;1;0;1;6;2
3;1998;1;1;1;0;0;4;1
3;1998;1;1;1;1;0;13;2
3;1998;1;0;1;1;1;14;3
3;1998;1;1;0;1;0;8;1
3;1998;1;1;1;4;0;8;5
3;1998;1;0;0;0;0;14;0
3;1998;1;0;0;1;0;6;1
3;1998;1;1;1;1;1;10;3
3;1998;1;1;1;1;1;10;3
3;1998;1;1;1;1;1;7;3
3;1998;1;1;1;1;1;7;3
3;1998;1;0;0;1;0;9;1
3;1998;1;0;0;1;0;9;1
3;1998;1;1;1;0;0;12;1
3;1998;1;0;0;1;0;7;1
3;1998;1;0;1;1;0;4;2
3;1998;1;1;0;0;0;7;0
3;1998;1;0;1;0;0;5;1
3;1999;1;NA;1;0;0;4;1
3;1999;1;0;1;0;0;5;1
3;1999;1;1;0;3;1;6;4
3;1999;1;0;1;0;0;10;1
3;1999;1;0;1;0;0;10;1
3;1999;1;0;1;0;0;10;1
3;1999;1;1;1;1;0;4;2
3;1999;1;0;1;1;1;7;3
3;1999;1;NA;1;1;0;NA;2
3;1999;1;NA;1;1;0;NA;2
3;1999;1;0;1;1;0;4;2
3;1999;1;1;1;0;0;6;1
3;1999;1;1;1;1;0;9;2
3;1999;1;1;1;0;0;12;1
3;1999;1;1;1;0;1;10;2
3;1999;1;1;1;0;1;10;2
3;1999;1;0;1;0;2;11;3
3;1999;1;1;1;2;0;10;3
3;1999;1;1;0;1;0;9;1
3;1999;1;1;1;1;0;3;2
3;1999;1;0;0;0;0;7;0
3;1999;1;0;1;1;0;7;2
3;1999;1;0;1;0;0;6;1
3;1999;1;0;1;0;0;6;1
3;1999;1;0;1;0;0;6;1
3;1999;1;NA;0;1;0;NA;1
3;1999;1;NA;0;1;0;NA;1
3;1999;1;1;1;0;0;8;1
3;1999;1;0;1;3;0;14;4
3;1999;1;0;1;3;0;14;4
3;1999;1;NA;1;3;0;14;4
3;1999;1;1;1;3;0;9;4
3;1999;1;1;1;1;0;12;2
3;1999;1;1;1;1;0;12;2
3;1999;1;0;1;0;1;5;2
3;1999;1;0;0;2;0;9;2
3;1999;1;0;0;2;0;9;2
3;1999;1;0;1;1;0;14;2
3;1999;1;1;1;1;1;8;3
3;1999;1;1;1;1;1;8;3
3;1999;1;1;1;0;0;8;1
3;1999;1;0;1;0;1;9;2
3;1999;1;0;1;0;1;9;2
3;1999;1;0;1;1;0;7;2
3;1999;1;1;0;1;0;9;1
3;1999;1;1;1;0;0;5;1
3;1999;1;1;1;1;0;12;2
3;1999;1;1;1;0;0;8;1
3;1999;1;0;1;2;0;13;3
3;1999;1;0;1;0;0;4;1
3;1999;1;0;1;0;0;13;1
3;1999;1;NA;1;0;0;NA;1
3;2000;1;1;1;0;0;4;1
3;2000;1;1;0;0;1;6;1
3;2000;1;1;0;0;1;6;1
3;2000;1;NA;0;0;2;6;2
3;2000;1;NA;0;0;2;6;2
3;2000;1;NA;0;0;2;6;2
3;2000;1;1;0;1;0;4;1
3;2000;1;1;1;0;0;2;1
3;2000;1;1;0;0;0;6;0
3;2000;1;0;0;1;0;7;1
3;2000;1;NA;1;0;0;NA;1
3;2000;1;1;1;1;0;14;2
3;2000;1;1;1;0;0;9;1
3;2000;1;0;1;0;0;3;1
3;2000;1;1;1;0;1;6;2
3;2000;1;1;1;0;1;6;2
3;2000;1;1;0;0;1;6;1
3;2000;1;1;0;0;1;6;1
3;2000;1;0;0;0;0;7;0
3;2001;1;1;1;1;0;7;2
3;2001;1;1;0;0;0;6;0
3;2001;1;0;0;0;1;7;1
3;2001;1;0;0;0;0;7;0
3;2001;1;0;1;0;0;4;1
3;2001;1;0;1;1;0;6;2
3;2001;1;0;1;1;0;6;2
3;2001;1;0;0;0;0;3;0
3;2001;1;1;1;0;0;4;1
3;2001;1;0;1;2;1;7;4
3;2001;1;0;1;2;1;7;4
3;2001;1;1;1;2;0;6;3
3;2001;1;0;1;2;1;7;4
3;2001;1;0;1;0;0;4;1
3;2001;1;1;0;0;0;4;0
3;2001;1;1;1;0;0;5;1
3;2001;1;0;0;0;0;8;0
3;2001;1;0;0;0;0;8;0
3;2001;1;1;1;1;0;6;2
3;2001;1;0;1;1;0;6;2
3;2001;1;NA;0;1;0;NA;1
3;2001;1;0;0;1;0;6;1
3;2001;1;1;0;0;0;4;0
3;2001;1;1;1;0;0;3;1
3;2001;1;0;1;0;0;10;1
3;2002;1;0;0;0;0;7;0
3;2002;1;1;0;2;0;7;2
3;2002;1;0;0;0;0;3;0
3;2002;1;1;1;0;1;5;2
3;2002;1;1;1;0;1;5;2
3;2002;1;1;1;1;0;12;2
3;2002;1;0;1;0;0;4;1
3;2002;1;0;1;0;0;4;1
3;2002;1;0;1;1;0;12;2
3;2002;1;0;1;0;0;4;1
3;2002;1;1;0;0;0;7;0
3;2002;1;0;1;1;0;5;2
3;2002;1;0;1;0;0;12;1
3;2002;1;1;0;0;1;6;1
3;2002;1;1;0;0;1;6;1
3;2003;1;1;1;1;0;9;2
3;2003;1;1;1;0;0;6;1
3;2003;1;0;1;0;0;10;1
3;2003;1;1;0;2;0;8;2
3;2003;1;0;0;0;0;5;0
3;2003;1;0;0;0;0;5;0
3;2003;1;0;1;2;0;9;3
3;2003;1;NA;0;1;0;6;1
3;2003;1;0;0;0;0;9;0
3;2003;1;0;0;0;0;8;0
3;2003;1;0;0;0;0;9;0
3;2003;1;0;0;0;0;8;0
3;2003;1;1;0;0;0;6;0
3;2003;1;1;0;0;1;8;1
3;2003;1;1;0;0;1;8;1
3;2003;1;1;1;0;1;10;2
3;2003;1;1;1;0;1;10;2
3;2003;1;1;0;0;0;3;0
2;2003;1;1;1;0;0;3;1
2;2003;1;0;1;0;1;4;2
3;2003;1;0;0;2;0;8;2
3;2003;1;1;0;0;0;4;0
3;2003;1;0;0;1;0;8;1
3;2003;1;1;1;4;0;7;5
3;2003;1;1;0;2;0;4;2
3;2003;1;1;1;1;1;5;3
3;2003;1;1;1;1;1;5;3
3;2003;1;0;0;1;0;7;1
3;2003;1;1;1;0;0;2;1
3;2003;1;0;1;0;0;3;1
3;2004;1;1;0;0;0;6;0
3;2004;1;NA;1;2;0;13;3
3;2004;1;0;0;0;0;14;0
3;2004;1;0;0;0;0;13;0
3;2004;1;1;0;0;0;7;0
3;2004;1;0;0;0;0;6;0
3;2004;1;0;0;0;0;6;0
3;2004;1;0;1;3;0;12;4
3;2004;1;1;1;3;0;9;4
3;2004;1;0;1;1;0;12;2
3;2004;1;0;1;1;0;12;2
3;2004;1;0;1;0;0;12;1
3;2004;1;0;1;0;0;12;1
3;2004;1;0;1;1;0;12;2
3;2004;1;1;0;0;1;10;1
3;2004;1;NA;0;0;1;9;1
3;2004;1;1;1;1;0;13;2
3;2004;1;1;0;0;0;3;0
3;2004;1;0;1;0;0;8;1
3;2004;1;1;0;0;0;2;0
3;2004;1;0;0;0;0;14;0
3;2004;1;0;1;1;0;6;2
3;2004;1;0;1;1;0;10;2
3;2004;1;0;1;2;0;12;3
3;2004;1;1;0;0;0;6;0
3;2004;1;0;0;1;0;8;1
3;2004;1;0;0;0;0;5;0
3;1995;2;1;1;0;0;5;1
3;1995;2;1;1;0;1;6;2
3;1995;2;1;1;0;0;4;1
3;1995;2;1;1;0;0;13;1
3;1995;2;1;1;1;3;13;5
3;1995;2;1;1;1;3;13;5
3;1995;2;1;1;0;1;2;2
3;1995;2;0;0;0;2;6;2
3;1995;2;1;1;0;0;4;1
3;1995;2;1;0;0;0;13;0
3;1995;2;0;0;0;0;6;0
3;1995;2;0;0;0;0;6;0
3;1995;2;0;0;0;0;6;0
3;1995;2;0;0;1;0;7;1
3;1995;2;1;0;0;0;6;0
3;1995;2;0;0;0;1;5;1
3;1995;2;0;0;0;0;6;0
3;1995;2;NA;0;0;0;5;0
3;1995;2;0;0;0;0;6;0
3;1995;2;1;0;0;0;7;0
3;1995;2;0;0;1;0;8;1
3;1995;2;0;1;0;0;6;1
3;1995;2;1;1;0;0;8;1
3;1996;2;0;1;0;1;9;2
3;1996;2;0;1;0;0;4;1
3;1996;2;NA;1;0;0;NA;1
3;1996;2;1;0;0;0;12;0
3;1996;2;1;1;2;0;8;3
3;1996;2;1;1;2;0;8;3
3;1996;2;1;1;2;0;8;3
3;1996;2;0;0;0;0;5;0
3;1996;2;1;0;0;0;12;0
3;1996;2;1;1;0;0;8;1
3;1996;2;0;1;1;0;11;2
3;1996;2;1;1;0;0;10;1
3;1996;2;1;1;0;1;12;2
3;1996;2;1;0;0;3;8;3
3;1997;2;1;1;0;0;5;1
3;1997;2;0;0;1;1;5;2
3;1997;2;1;0;0;1;5;1
3;1997;2;1;1;0;0;5;1
3;1997;2;0;0;0;0;7;0
3;1997;2;1;1;0;0;6;1
3;1997;2;0;0;0;0;15;0
3;1997;2;1;1;2;0;14;3
3;1997;2;1;1;2;0;14;3
3;1997;2;0;1;3;0;15;4
3;1997;2;1;1;2;0;14;3
3;1997;2;1;0;1;0;13;1
3;1997;2;1;0;1;0;13;1
3;1997;2;1;1;2;0;14;3
3;1997;2;1;1;2;0;14;3
3;1997;2;1;1;2;0;14;3
3;1997;2;1;1;0;0;6;1
2;1997;2;0;0;0;0;6;0
3;1997;2;0;1;1;0;7;2
3;1997;2;1;1;0;0;6;1
3;1997;2;1;1;1;1;4;3
3;1997;2;1;1;1;1;4;3
3;1997;2;1;1;1;0;4;2
3;1997;2;1;1;1;0;4;2
3;1997;2;1;1;1;0;9;2
3;1997;2;1;1;1;0;9;2
3;1997;2;0;1;0;0;5;1
3;1997;2;1;1;1;0;13;2
3;1997;2;1;1;1;0;13;2
3;1997;2;0;0;0;0;7;0
3;1997;2;0;0;0;0;7;0
3;1997;2;1;1;1;0;8;2
3;1997;2;1;1;1;0;8;2
3;1997;2;0;1;0;0;14;1
3;1997;2;0;0;0;0;14;0
3;1997;2;1;0;1;1;14;2
3;1997;2;1;0;1;1;14;2
3;1997;2;0;0;0;0;NA;0
3;1997;2;0;0;0;0;NA;0
3;1997;2;0;0;0;0;NA;0
3;1997;2;0;0;0;0;NA;0
3;1997;2;0;0;0;0;NA;0
3;1997;2;1;0;0;0;8;0
3;1997;2;1;1;0;0;5;1
3;1997;2;0;1;1;0;6;2
3;1997;2;0;0;0;0;10;0
3;1997;2;0;0;0;0;10;0
3;1997;2;1;0;0;0;13;0
3;1997;2;0;1;0;0;7;1
3;1997;2;0;0;0;0;10;0
3;1998;2;1;1;1;2;12;4
3;1998;2;1;1;1;2;12;4
3;1998;2;1;0;0;0;9;0
3;1998;2;1;1;1;1;10;3
3;1998;2;1;1;1;1;10;3
3;1998;2;1;0;0;0;9;0
3;1998;2;0;0;1;0;10;1
3;1998;2;1;1;0;0;9;1
3;1998;2;0;1;1;0;13;2
3;1998;2;1;1;0;0;12;1
3;1998;2;1;1;0;0;9;1
3;1998;2;1;1;2;0;13;3
3;1998;2;1;1;2;0;13;3
3;1998;2;1;1;2;0;13;3
3;1998;2;1;0;0;0;4;0
3;1998;2;1;1;0;0;12;1
3;1998;2;1;1;1;0;8;2
3;1998;2;1;1;1;0;8;2
3;1998;2;1;1;0;1;10;2
3;1998;2;1;0;0;0;6;0
3;1998;2;0;0;1;0;7;1
3;1998;2;0;0;1;0;7;1
3;1998;2;0;0;1;0;7;1
3;1998;2;0;1;0;1;6;2
3;1998;2;1;1;0;1;13;2
3;1998;2;1;0;0;1;9;1
3;1998;2;1;1;3;1;8;5
3;1998;2;1;1;3;1;10;5
3;1998;2;1;1;3;1;6;5
3;1998;2;1;1;3;1;8;5
3;1998;2;1;0;0;0;5;0
3;1998;2;1;1;0;2;10;3
3;1998;2;1;1;0;2;7;3
3;1998;2;1;0;0;0;8;0
3;1998;2;0;1;0;1;13;2
3;1998;2;1;0;0;0;6;0
3;1998;2;1;0;0;0;13;0
3;1998;2;1;0;0;0;5;0
3;1998;2;1;0;0;0;3;0
3;1998;2;1;0;0;0;9;0
3;1998;2;0;1;0;0;5;1
3;1998;2;0;0;0;0;14;0
3;1999;2;1;1;0;0;5;1
3;1999;2;1;0;2;2;6;4
3;1999;2;1;0;2;2;6;4
3;1999;2;1;0;2;2;6;4
3;1999;2;1;1;0;1;6;2
3;1999;2;1;1;0;0;3;1
3;1999;2;0;1;0;1;14;2
3;1999;2;1;1;0;1;9;2
3;1999;2;0;1;1;1;10;3
3;1999;2;0;1;1;1;14;3
3;1999;2;1;1;0;1;13;2
3;1999;2;1;1;1;1;10;3
3;1999;2;1;1;1;1;10;3
3;1999;2;1;1;0;0;4;1
3;1999;2;1;0;0;1;8;1
3;1999;2;1;1;0;1;3;2
3;1999;2;1;1;0;0;7;1
3;1999;2;0;0;0;0;7;0
3;1999;2;1;1;0;0;6;1
3;1999;2;1;0;0;0;5;0
3;1999;2;1;1;2;0;13;3
3;1999;2;1;1;2;0;13;3
3;1999;2;1;1;2;0;13;3
3;1999;2;1;0;0;0;6;0
3;1999;2;1;1;2;1;9;4
3;1999;2;1;1;2;1;9;4
3;1999;2;1;1;2;1;9;4
3;1999;2;1;1;0;1;4;2
3;1999;2;0;1;0;1;13;2
3;1999;2;1;1;0;0;8;1
3;1999;2;1;0;0;0;5;0
3;1999;2;0;1;0;0;4;1
3;1999;2;1;1;0;1;12;2
3;1999;2;1;0;1;0;8;1
3;1999;2;1;0;1;0;8;1
3;1999;2;1;1;0;0;13;1
3;1999;2;1;1;0;2;8;3
3;1999;2;1;0;1;0;6;1
3;1999;2;1;0;1;0;6;1
3;1999;2;1;1;0;0;6;1
3;1999;2;0;0;1;1;10;2
3;1999;2;1;0;0;1;9;1
3;1999;2;1;1;0;1;12;2
3;1999;2;1;1;1;0;12;2
3;1999;2;1;1;1;0;12;2
3;2000;2;1;1;0;0;7;1
3;2000;2;1;1;1;0;4;2
3;2000;2;1;1;1;0;4;2
3;2000;2;1;0;0;1;5;1
3;2000;2;0;0;0;0;8;0
3;2000;2;0;0;0;0;8;0
3;2000;2;1;0;0;0;7;0
3;2000;2;1;1;0;1;14;2
3;2000;2;NA;0;0;0;9;0
3;2000;2;0;0;0;0;9;0
3;2000;2;0;1;0;0;6;1
3;2000;2;1;1;0;0;6;1
3;2000;2;1;1;1;0;14;2
3;2000;2;1;1;1;0;14;2
3;2000;2;0;0;0;0;4;0
3;2000;2;1;NA;NA;NA;5;NA
3;2000;2;1;NA;NA;NA;5;NA
3;2000;2;1;0;2;0;5;2
3;2000;2;1;0;2;0;5;2
3;2000;2;1;0;2;0;5;2
3;2001;2;1;1;0;1;5;2
3;2001;2;0;0;0;1;6;1
3;2001;2;0;0;0;0;7;0
3;2001;2;0;0;0;0;7;0
3;2001;2;1;1;0;0;5;1
3;2001;2;1;0;0;0;9;0
3;2001;2;1;0;0;0;4;0
3;2001;2;1;1;0;0;6;1
3;2001;2;1;1;0;0;3;1
3;2001;2;0;1;0;1;5;2
3;2001;2;0;1;0;1;5;2
3;2001;2;0;1;0;1;5;2
3;2001;2;0;1;0;1;5;2
3;2001;2;1;1;0;0;3;1
3;2001;2;0;0;0;0;4;0
3;2001;2;1;1;1;1;6;3
3;2001;2;1;1;1;1;6;3
3;2001;2;1;1;0;0;7;1
3;2001;2;1;0;0;0;5;0
3;2001;2;0;0;0;0;8;0
3;2001;2;0;0;0;0;8;0
3;2001;2;0;0;0;0;8;0
3;2001;2;1;1;0;1;6;2
3;2001;2;1;1;0;0;5;1
3;2001;2;1;1;0;0;3;1
3;2001;2;1;0;0;0;6;0
3;2001;2;1;0;0;0;7;0
3;2001;2;1;0;0;0;3;0
3;2001;2;1;0;0;0;5;0
3;2001;2;1;1;0;0;7;1
3;2002;2;1;0;0;0;11;0
3;2002;2;1;0;1;1;3;2
3;2002;2;1;0;1;1;7;2
3;2002;2;1;1;1;0;11;2
3;2002;2;0;1;2;0;12;3
3;2002;2;1;1;1;0;11;2
3;2002;2;NA;1;0;1;12;2
3;2002;2;1;1;1;0;4;2
3;2002;2;1;1;1;0;4;2
3;2002;2;0;1;0;0;12;1
3;2002;2;1;1;0;0;11;1
3;2002;2;1;1;0;0;4;1
3;2002;2;0;1;0;0;5;1
3;2003;2;1;1;0;1;9;2
3;2003;2;1;0;1;0;3;1
3;2003;2;1;0;1;0;3;1
3;2003;2;1;0;1;1;7;2
3;2003;2;1;0;1;1;7;2
3;2003;2;1;1;1;0;8;2
3;2003;2;1;1;1;0;8;2
3;2003;2;1;1;1;0;4;2
3;2003;2;1;1;1;0;4;2
3;2003;2;1;0;0;0;7;0
3;2003;2;1;1;2;0;9;3
3;2003;2;1;1;2;0;9;3
3;2003;2;1;1;2;0;9;3
3;2003;2;1;0;0;1;6;1
3;2003;2;1;0;0;0;7;0
3;2003;2;0;0;0;0;9;0
3;2003;2;1;1;0;0;6;1
3;2003;2;0;0;0;0;5;0
3;2003;2;0;1;0;0;8;1
3;2003;2;1;1;0;0;5;1
3;2003;2;1;1;0;0;10;1
3;2003;2;1;1;1;0;10;2
3;2003;2;1;1;1;0;10;2
3;2003;2;0;1;0;1;4;2
3;2003;2;0;1;0;0;7;1
3;2003;2;1;0;1;0;7;1
3;2003;2;1;0;1;0;7;1
3;2003;2;1;0;0;0;7;0
3;2003;2;1;1;0;0;7;1
3;2003;2;1;1;3;1;7;5
3;2003;2;1;1;3;1;7;5
3;2003;2;1;1;3;1;7;5
3;2003;2;1;1;3;1;7;5
3;2003;2;1;1;0;0;8;1
3;2003;2;1;0;1;1;4;2
3;2003;2;1;0;1;1;4;2
3;2003;2;1;1;0;2;5;3
3;2003;2;1;1;0;0;5;1
3;2003;2;1;1;1;0;7;2
3;2003;2;1;1;1;0;7;2
3;2003;2;1;0;0;0;7;0
3;2003;2;1;0;0;0;4;0
3;2003;2;1;0;0;0;2;0
3;2003;2;0;1;0;0;2;1
3;2004;2;1;1;0;0;2;1
3;2004;2;1;1;0;0;9;1
3;2004;2;1;0;1;0;13;1
3;2004;2;1;0;1;0;13;1
3;2004;2;1;1;1;0;13;2
3;2004;2;1;1;1;0;13;2
3;2004;2;0;0;0;0;13;0
3;2004;2;1;1;2;1;11;4
3;2004;2;1;1;2;1;11;4
3;2004;2;1;1;2;1;11;4
3;2004;2;1;1;0;0;11;1
3;2004;2;1;1;0;0;11;1
3;2004;2;1;1;0;1;13;2
3;2004;2;1;1;0;0;9;1
3;2004;2;1;1;0;0;5;1
3;2004;2;1;0;0;0;2;0
3;2004;2;1;1;0;0;9;1
3;2004;2;1;1;1;0;11;2
3;2004;2;1;1;1;0;11;2
3;2004;2;1;1;0;0;5;1
3;2004;2;1;0;2;0;13;2
3;2004;2;1;0;2;0;13;2
3;2004;2;1;0;2;0;13;2
3;2004;2;1;1;1;0;5;2
3;2004;2;1;1;1;0;5;2
3;2004;2;1;0;0;0;4;0
3;2004;2;1;0;0;0;4;0
3;1999;1;1;0;3;1;6;4
1;1984;1;1;1;0;0;6;1
1;1984;1;1;1;1;0;5;2
1;1985;2;1;1;1;0;18;2
1;1986;1;1;0;2;1;14;3