"year";"doy";"temp";"temp_upper";"temp_lower"
1419;100;6.75;7.35;6.15
1420;112;6.75;7.35;6.15
1421;99;6.84;7.41;6.26
1422;109;6.92;7.53;6.31
1423;96;6.94;7.54;6.33
1424;103;6.84;7.43;6.25
1425;98;6.91;7.51;6.31
1426;99;6.83;7.43;6.23
1427;102;6.77;7.37;6.17
1428;NA;6.68;7.32;6.04
1429;98;6.57;7.25;5.9
1430;108;6.45;7.14;5.76
1431;102;6.47;7.19;5.75
1432;104;6.43;7.16;5.71
1433;98;6.47;7.18;5.75
1434;113;6.41;7.09;5.72
1435;95;6.56;7.24;5.87
1436;101;6.46;7.09;5.82
1437;103;6.45;7.07;5.83
1438;99;6.47;7.08;5.86
1439;101;6.42;7.04;5.8
1440;98;6.38;7.02;5.74
1441;105;6.33;6.99;5.67
1442;NA;6.22;6.92;5.52
1443;107;6.2;6.91;5.49
1444;109;6.32;7.03;5.6
1445;NA;6.34;7.1;5.59
1446;108;6.4;7.12;5.68
1447;111;6.34;7.09;5.58
1448;96;6.23;7.12;5.35
1449;95;6.1;6.97;5.24
1450;100;6.04;6.81;5.28
1451;103;5.99;6.73;5.26
1452;92;5.95;6.69;5.21
1453;107;5.88;6.48;5.27
1454;105;5.99;6.63;5.36
1455;96;6.13;6.84;5.42
1456;106;6.09;6.85;5.33
1457;105;6.23;7.11;5.35
1458;112;6.24;7.12;5.36
1459;113;6.36;7.19;5.52
1460;111;6.52;7.32;5.72
1461;106;6.57;7.29;5.85
1462;106;6.56;7.25;5.86
1463;101;6.62;7.31;5.93
1464;104;6.56;7.26;5.86
1465;98;6.64;7.41;5.88
1466;105;6.6;7.43;5.77
1467;101;6.59;7.39;5.79
1468;101;6.58;7.44;5.71
1469;NA;6.47;7.34;5.6
1470;NA;6.55;7.41;5.69
1471;NA;6.59;7.39;5.79
1472;114;6.53;7.28;5.77
1473;NA;6.62;7.32;5.91
1474;98;6.52;7.24;5.8
1475;NA;6.44;7.15;5.73
1476;100;6.41;7.1;5.72
1477;110;6.34;7.03;5.65
1478;115;6.33;7.06;5.6
1479;110;6.45;7.19;5.71
1480;104;6.45;7.26;5.63
1481;106;6.38;7.26;5.51
1482;108;6.36;7.29;5.42
1483;101;6.34;7.36;5.32
1484;97;6.3;7.3;5.3
1485;94;6.17;7.17;5.18
1486;99;6.07;6.96;5.19
1487;93;6.01;6.85;5.17
1488;103;5.8;6.6;5
1489;100;5.73;6.55;4.91
1490;97;5.68;6.45;4.92
1491;107;5.59;6.28;4.9
1492;108;5.63;6.31;4.95
1493;100;5.62;6.32;4.92
1494;106;5.54;6.21;4.87
1495;94;5.56;6.21;4.91
1496;97;5.38;5.95;4.81
1497;108;5.31;5.8;4.82
1498;97;5.32;5.81;4.83
1499;111;5.23;5.66;4.8
1500;97;5.26;5.69;4.84
1501;103;5.21;5.62;4.8
1502;115;5.16;5.58;4.75
1503;108;5.2;5.56;4.84
1504;114;5.2;5.56;4.84
1505;106;5.37;5.81;4.93
1506;106;5.36;5.8;4.92
1507;108;5.34;5.79;4.9
1508;111;5.31;5.74;4.87
1509;102;5.23;5.7;4.76
1510;110;5.06;5.58;4.53
1511;111;5.07;5.6;4.54
1512;109;5.15;5.69;4.62
1513;110;5.06;5.66;4.47
1514;105;5.09;5.69;4.49
1515;111;5.16;5.77;4.56
1516;104;5.16;5.77;4.54
1517;106;5.16;5.76;4.56
1518;115;5.05;5.69;4.42
1519;111;5.04;5.73;4.35
1520;105;5.04;5.75;4.33
1521;107;5;5.7;4.31
1522;103;5.03;5.71;4.35
1523;109;4.89;5.6;4.18
1524;109;4.86;5.61;4.12
1525;104;4.95;5.68;4.22
1526;113;4.8;5.57;4.04
1527;105;5.01;5.81;4.21
1528;106;4.95;5.75;4.16
1529;107;5.06;5.89;4.23
1530;107;5.13;5.99;4.28
1531;103;5.18;6.07;4.3
1532;108;5.23;6.17;4.28
1533;111;5.31;6.31;4.31
1534;108;5.33;6.3;4.35
1535;95;5.26;6.22;4.31
1536;108;5.25;6.31;4.18
1537;108;5.24;6.31;4.18
1538;112;5.26;6.33;4.18
1539;120;5.35;6.45;4.24
1540;122;5.4;6.38;4.42
1541;109;5.51;6.38;4.64
1542;102;5.52;6.38;4.66
1543;119;5.5;6.42;4.59
1544;107;5.7;6.58;4.82
1545;97;5.74;6.66;4.81
1546;112;5.61;6.54;4.68
1547;104;5.73;6.67;4.79
1548;118;5.75;6.76;4.74
1549;117;5.89;6.81;4.96
1550;111;6.08;6.98;5.19
1551;109;6.13;6.98;5.28
1552;104;6.19;7.06;5.32
1553;119;6.13;6.99;5.27
1554;NA;6.24;7.01;5.47
1555;101;6.23;6.97;5.48
1556;120;6.17;6.91;5.44
1557;93;6.31;7;5.62
1558;111;6.17;6.77;5.58
1559;96;6.24;6.84;5.64
1560;100;6.18;6.71;5.65
1561;102;6.25;6.84;5.66
1562;99;6.29;6.92;5.65
1563;99;6.13;6.78;5.49
1564;109;6.18;6.96;5.39
1565;114;6.16;6.89;5.43
1566;97;6.28;6.94;5.63
1567;108;6.09;6.76;5.42
1568;106;6.09;6.76;5.43
1569;NA;6.13;6.8;5.46
1570;112;6.16;6.8;5.51
1571;108;6.35;7.04;5.67
1572;107;6.38;7.06;5.71
1573;NA;6.47;7.15;5.79
1574;98;6.54;7.22;5.86
1575;NA;6.45;7.13;5.77
1576;109;6.44;7.09;5.8
1577;100;6.45;7.1;5.81
1578;NA;6.41;7.07;5.75
1579;102;6.37;7.01;5.72
1580;97;6.29;6.95;5.63
1581;105;6.22;6.88;5.55
1582;NA;6.43;7.23;5.63
1583;108;6.41;7.18;5.65
1584;106;6.45;7.2;5.7
1585;105;6.4;7.15;5.65
1586;106;6.23;7.08;5.37
1587;105;6.21;7.08;5.35
1588;106;6.25;7.11;5.39
1589;105;6.39;7.26;5.52
1590;102;6.39;7.31;5.48
1591;94;6.32;7.24;5.39
1592;98;6.2;7.08;5.32
1593;113;6.05;6.94;5.16
1594;93;6.05;6.98;5.13
1595;111;6.05;6.91;5.19
1596;104;6.16;7.02;5.3
1597;114;6.15;7.04;5.26
1598;110;6.25;7.13;5.37
1599;103;6.22;7.15;5.29
1600;101;6.18;7.16;5.21
1601;93;6.12;7.13;5.11
1602;107;6.03;6.94;5.12
1603;99;6.15;7.06;5.24
1604;95;6.21;7.14;5.27
1605;105;6.19;7.18;5.2
1606;106;6.22;7.26;5.18
1607;110;6.21;7.24;5.19
1608;NA;6.25;7.23;5.28
1609;108;6.22;7.14;5.3
1610;110;6.27;7.18;5.36
1611;NA;6.19;7.13;5.25
1612;87;6.07;7.02;5.12
1613;106;5.78;6.6;4.95
1614;103;5.79;6.62;4.96
1615;110;5.83;6.67;4.99
1616;122;6.08;7.06;5.1
1617;107;6.2;7.09;5.31
1618;102;6.23;7.16;5.3
1619;93;6.21;7.13;5.29
1620;NA;6.08;6.97;5.2
1621;109;6.07;6.91;5.22
1622;106;6.09;6.92;5.26
1623;113;6.04;6.89;5.18
1624;112;6.15;7.01;5.29
1625;95;6.26;7.14;5.39
1626;100;6.15;6.95;5.35
1627;NA;6.08;6.9;5.27
1628;104;6.04;6.83;5.26
1629;112;6.03;6.84;5.21
1630;NA;6.05;6.92;5.18
1631;NA;6.17;7;5.34
1632;104;6.1;6.92;5.28
1633;98;6.09;6.91;5.27
1634;96;6.02;6.81;5.24
1635;97;5.86;6.63;5.09
1636;NA;5.74;6.49;5
1637;105;5.68;6.41;4.96
1638;105;5.63;6.37;4.9
1639;108;5.65;6.38;4.92
1640;103;5.71;6.44;4.97
1641;117;5.58;6.34;4.82
1642;114;5.64;6.42;4.86
1643;114;5.74;6.53;4.95
1644;105;5.75;6.65;4.85
1645;99;5.7;6.63;4.76
1646;87;5.66;6.51;4.81
1647;112;5.51;6.12;4.91
1648;NA;5.55;6.17;4.94
1649;104;5.48;6.11;4.85
1650;102;5.43;6.05;4.81
1651;107;5.35;5.96;4.74
1652;107;5.38;5.98;4.78
1653;112;5.37;5.98;4.77
1654;104;5.34;6.03;4.65
1655;104;5.32;5.98;4.66
1656;103;5.31;5.94;4.67
1657;NA;5.28;5.9;4.67
1658;108;5.22;5.83;4.61
1659;NA;5.32;5.95;4.68
1660;111;5.45;6.14;4.76
1661;93;5.53;6.22;4.84
1662;110;5.38;6.05;4.71
1663;105;5.4;6.06;4.75
1664;105;5.37;6.03;4.71
1665;112;5.24;5.91;4.57
1666;108;5.22;5.88;4.56
1667;112;5.19;5.85;4.53
1668;110;5.29;5.96;4.62
1669;104;5.41;6.12;4.7
1670;102;5.3;6.02;4.59
1671;116;5.21;5.92;4.5
1672;112;5.21;5.92;4.5
1673;105;5.29;6;4.58
1674;115;5.22;5.94;4.5
1675;111;5.28;6;4.55
1676;103;5.24;6.01;4.47
1677;96;5.17;5.93;4.41
1678;109;5.1;5.78;4.42
1679;114;5.13;5.81;4.45
1680;109;5.17;5.88;4.46
1681;110;5.16;5.9;4.42
1682;104;5.16;5.94;4.37
1683;108;5.19;5.95;4.43
1684;118;5.19;5.95;4.43
1685;106;5.27;6.03;4.52
1686;104;5.24;5.99;4.48
1687;104;5.33;6.07;4.58
1688;114;5.37;6.11;4.62
1689;97;5.49;6.23;4.75
1690;93;5.32;6.04;4.59
1691;103;5.32;6.12;4.52
1692;109;5.35;6.24;4.46
1693;107;5.39;6.29;4.49
1694;109;5.47;6.45;4.49
1695;120;5.49;6.45;4.52
1696;114;5.51;6.32;4.71
1697;111;5.53;6.27;4.79
1698;101;5.6;6.32;4.87
1699;97;5.55;6.3;4.8
1700;116;5.47;6.29;4.65
1701;112;5.58;6.33;4.82
1702;116;5.61;6.32;4.91
1703;103;5.7;6.33;5.08
1704;113;5.7;6.36;5.04
1705;109;5.82;6.47;5.18
1706;115;5.86;6.47;5.24
1707;111;6.08;6.74;5.43
1708;103;6.19;6.82;5.56
1709;106;6.12;6.76;5.49
1710;NA;6.06;6.73;5.4
1711;NA;6.03;6.67;5.38
1712;NA;5.98;6.61;5.35
1713;104;5.95;6.56;5.33
1714;108;6.01;6.62;5.39
1715;107;6.03;6.65;5.42
1716;110;6.01;6.65;5.37
1717;98;6.1;6.73;5.46
1718;102;6.11;6.74;5.49
1719;102;6.13;6.76;5.49
1720;114;6.05;6.69;5.41
1721;95;6.16;6.77;5.55
1722;100;6.01;6.6;5.43
1723;104;6.05;6.68;5.42
1724;99;5.95;6.59;5.3
1725;106;5.76;6.44;5.08
1726;116;5.74;6.42;5.05
1727;112;5.78;6.48;5.09
1728;104;5.89;6.59;5.19
1729;105;5.85;6.55;5.14
1730;NA;5.86;6.56;5.17
1731;104;6.01;6.73;5.28
1732;108;5.99;6.71;5.26
1733;107;5.95;6.69;5.21
1734;102;6.04;6.78;5.29
1735;101;6;6.74;5.25
1736;106;5.89;6.64;5.13
1737;93;5.94;6.69;5.18
1738;101;5.71;6.46;4.97
1739;110;5.67;6.41;4.94
1740;115;5.72;6.45;4.99
1741;109;5.82;6.53;5.11
1742;109;5.85;6.56;5.13
1743;108;5.93;6.64;5.21
1744;98;5.91;6.64;5.18
1745;105;5.9;6.61;5.18
1746;110;5.87;6.59;5.16
1747;101;5.93;6.64;5.21
1748;96;5.83;6.55;5.12
1749;100;5.83;6.56;5.1
1750;110;5.75;6.48;5.02
1751;103;5.93;6.75;5.12
1752;110;5.88;6.69;5.07
1753;96;5.94;6.74;5.14
1754;115;5.86;6.68;5.04
1755;120;5.92;6.67;5.17
1756;109;6.04;6.71;5.38
1757;112;6.08;6.74;5.42
1758;101;6.1;6.76;5.45
1759;109;6.05;6.7;5.41
1760;103;5.97;6.7;5.24
1761;89;6;6.72;5.29
1762;106;5.89;6.51;5.26
1763;112;5.89;6.51;5.26
1764;98;5.96;6.57;5.35
1765;106;5.82;6.43;5.21
1766;113;5.85;6.46;5.24
1767;101;6;6.61;5.38
1768;117;5.91;6.53;5.29
1769;105;6.04;6.62;5.46
1770;105;6.06;6.64;5.48
1771;104;6.06;6.64;5.48
1772;106;6.13;6.74;5.53
1773;100;6.1;6.71;5.49
1774;110;6.06;6.67;5.46
1775;99;6.22;6.87;5.57
1776;108;6.09;6.75;5.43
1777;104;6.02;6.71;5.32
1778;111;6.07;6.77;5.37
1779;96;6.11;6.8;5.41
1780;109;6.07;6.74;5.39
1781;91;6.06;6.74;5.38
1782;109;5.79;6.46;5.13
1783;103;5.81;6.48;5.14
1784;105;5.72;6.41;5.03
1785;108;5.66;6.37;4.96
1786;106;5.71;6.41;5.01
1787;105;5.67;6.39;4.96
1788;109;5.66;6.37;4.95
1789;106;5.69;6.41;4.98
1790;119;5.79;6.52;5.07
1791;99;5.88;6.6;5.16
1792;101;5.85;6.54;5.17
1793;106;5.81;6.48;5.13
1794;104;5.79;6.47;5.11
1795;113;5.7;6.41;4.99
1796;103;5.74;6.47;5
1797;97;5.76;6.47;5.05
1798;110;5.62;6.3;4.93
1799;103;5.6;6.32;4.88
1800;103;5.58;6.28;4.88
1801;105;5.48;6.2;4.76
1802;96;5.41;6.15;4.66
1803;110;5.31;5.98;4.64
1804;104;5.3;5.99;4.61
1805;93;5.23;5.92;4.53
1806;114;5.05;5.64;4.46
1807;116;5.07;5.68;4.47
1808;98;5.14;5.76;4.51
1809;107;4.94;5.57;4.32
1810;100;4.96;5.57;4.36
1811;110;4.9;5.45;4.35
1812;120;5.03;5.62;4.44
1813;107;5.15;5.71;4.58
1814;113;5.15;5.71;4.6
1815;111;5.25;5.82;4.69
1816;103;5.37;5.96;4.79
1817;110;5.34;5.92;4.76
1818;106;5.41;6;4.82
1819;106;5.46;6.09;4.84
1820;95;5.44;6.06;4.82
1821;109;5.37;6.03;4.72
1822;102;5.34;5.97;4.71
1823;106;5.34;6.02;4.65
1824;108;5.38;6.11;4.64
1825;114;5.44;6.22;4.66
1826;109;5.47;6.17;4.77
1827;100;5.48;6.16;4.79
1828;113;5.44;6.18;4.71
1829;112;5.47;6.14;4.8
1830;105;5.46;6.08;4.84
1831;114;5.5;6.18;4.83
1832;113;5.48;6.1;4.86
1833;107;5.44;6.05;4.82
1834;111;5.45;6.07;4.84
1835;112;5.58;6.23;4.94
1836;112;5.67;6.32;5.03
1837;111;5.77;6.41;5.14
1838;109;5.84;6.47;5.21
1839;120;5.87;6.5;5.25
1840;105;6.06;6.64;5.48
1841;107;6.07;6.65;5.49
1842;96;6.08;6.69;5.48
1843;106;6.01;6.58;5.45
1844;106;6;6.57;5.43
1845;102;6.03;6.6;5.46
1846;98;5.94;6.52;5.36
1847;107;5.89;6.45;5.33
1848;102;5.95;6.52;5.38
1849;100;5.96;6.54;5.37
1850;109;5.86;6.44;5.28
1851;102;5.83;6.41;5.26
1852;113;5.88;6.5;5.26
1853;102;5.93;6.51;5.35
1854;102;5.86;6.44;5.28
1855;101;5.76;6.35;5.17
1856;111;5.69;6.28;5.11
1857;108;5.71;6.29;5.14
1858;104;5.72;6.29;5.15
1859;110;5.67;6.25;5.1
1860;113;5.79;6.38;5.2
1861;100;5.92;6.5;5.33
1862;117;5.78;6.39;5.17
1863;118;5.86;6.46;5.25
1864;105;6.04;6.64;5.45
1865;97;6.02;6.65;5.4
1866;102;5.94;6.51;5.37
1867;101;5.9;6.45;5.35
1868;104;5.83;6.37;5.3
1869;105;5.88;6.42;5.35
1870;99;5.91;6.45;5.38
1871;104;5.88;6.42;5.34
1872;NA;5.94;6.52;5.35
1873;104;6.01;6.62;5.41
1874;107;5.97;6.57;5.38
1875;103;5.99;6.58;5.41
1876;111;5.97;6.57;5.38
1877;104;6.05;6.61;5.48
1878;101;6.07;6.65;5.48
1879;102;6;6.59;5.41
1880;110;5.98;6.58;5.37
1881;112;6.09;6.71;5.46
1882;97;6.15;6.72;5.58
1883;107;6.09;6.69;5.49
1884;109;6.14;6.74;5.54
1885;113;6.2;6.79;5.62
1886;108;6.22;6.72;5.71
1887;109;6.27;6.76;5.77
1888;107;6.31;6.78;5.84
1889;109;6.35;6.83;5.87
1890;98;6.4;6.86;5.93
1891;99;6.34;6.81;5.87
1892;115;6.33;6.82;5.85
1893;109;6.51;6.94;6.08
1894;98;6.48;6.92;6.04
1895;NA;6.38;6.81;5.95
1896;106;6.33;6.76;5.9
1897;106;6.32;6.77;5.86
1898;108;6.3;6.79;5.82
1899;99;6.35;6.85;5.86
1900;102;6.4;6.86;5.95
1901;102;6.37;6.83;5.92
1902;98;6.34;6.8;5.89
1903;99;6.27;6.7;5.84
1904;108;6.22;6.63;5.81
1905;105;6.28;6.69;5.87
1906;105;6.22;6.67;5.78
1907;103;6.27;6.72;5.82
1908;102;6.32;6.77;5.86
1909;108;6.3;6.75;5.84
1910;104;6.28;6.75;5.81
1911;98;6.32;6.79;5.84
1912;105;6.32;6.83;5.82
1913;103;6.36;6.87;5.85
1914;102;6.38;6.92;5.85
1915;102;6.38;6.94;5.81
1916;112;6.42;7.05;5.79
1917;103;6.47;7.01;5.93
1918;104;6.47;7.03;5.92
1919;NA;6.44;6.98;5.9
1920;104;6.5;7.04;5.96
1921;NA;6.55;7.12;5.98
1922;101;6.55;7.09;6.02
1923;97;6.55;7.11;6
1924;111;6.55;7.17;5.93
1925;108;6.68;7.27;6.08
1926;108;6.76;7.34;6.18
1927;107;6.8;7.33;6.27
1928;107;6.88;7.39;6.36
1929;103;7.02;7.6;6.45
1930;95;7.1;7.71;6.49
1931;105;7.06;7.72;6.4
1932;105;7.09;7.71;6.46
1933;106;7.12;7.72;6.53
1934;104;7.19;7.76;6.62
1935;102;7.13;7.67;6.6
1936;111;7.18;7.73;6.63
1937;100;7.31;7.8;6.83
1938;98;7.32;7.82;6.83
1939;104;7.29;7.79;6.79
1940;110;7.27;7.75;6.79
1941;100;7.39;7.82;6.95
1942;96;7.4;7.83;6.96
1943;101;7.38;7.82;6.94
1944;100;7.4;7.84;6.95
1945;NA;7.39;7.84;6.95
1946;97;7.41;7.84;6.98
1947;107;7.45;7.94;6.97
1948;102;7.48;7.92;7.05
1949;107;7.53;7.97;7.09
1950;99;7.58;7.98;7.18
1951;98;7.58;7.98;7.18
1952;105;7.63;8.06;7.2
1953;101;7.68;8.09;7.27
1954;98;7.61;8.06;7.16
1955;97;7.6;8.05;7.15
1956;99;7.55;8;7.1
1957;103;7.59;8.05;7.14
1958;99;7.56;8.05;7.08
1959;92;7.63;8.11;7.14
1960;95;7.67;8.22;7.12
1961;99;7.65;8.22;7.07
1962;102;7.7;8.31;7.09
1963;101;7.75;8.35;7.14
1964;99;7.76;8.36;7.17
1965;110;7.76;8.35;7.17
1966;97;7.83;8.32;7.33
1967;97;7.83;8.33;7.32
1968;99;7.89;8.46;7.32
1969;101;7.94;8.54;7.34
1970;107;7.95;8.52;7.37
1971;98;8.05;8.57;7.53
1972;99;8.12;8.69;7.55
1973;97;8.13;8.69;7.57
1974;99;8.18;8.78;7.58
1975;100;8.18;8.76;7.6
1976;99;8.2;8.77;7.63
1977;93;8.22;8.78;7.66
1978;104;8.2;8.78;7.61
1979;97;8.28;8.83;7.73
1980;102;8.3;8.86;7.74
1981;99;NA;NA;NA
1982;93;NA;NA;NA
1983;99;NA;NA;NA
1984;109;NA;NA;NA
1985;99;NA;NA;NA
1986;102;NA;NA;NA
1987;95;NA;NA;NA
1988;106;NA;NA;NA
1989;93;NA;NA;NA
1990;88;NA;NA;NA
1991;97;NA;NA;NA
1992;94;NA;NA;NA
1993;97;NA;NA;NA
1994;99;NA;NA;NA
1995;99;NA;NA;NA
1996;103;NA;NA;NA
1997;97;NA;NA;NA
1998;91;NA;NA;NA
1999;94;NA;NA;NA
2000;100;NA;NA;NA
2001;96;NA;NA;NA
2002;91;NA;NA;NA
2003;98;NA;NA;NA
2004;92;NA;NA;NA
2005;99;NA;NA;NA
2006;98;NA;NA;NA
2007;97;NA;NA;NA
2008;95;NA;NA;NA
2009;95;NA;NA;NA
2010;95;NA;NA;NA
2011;99;NA;NA;NA
2012;101;NA;NA;NA
2013;93;NA;NA;NA
2014;94;NA;NA;NA
2015;93;NA;NA;NA
